Id,State_Name,Season,Crop,Area,Production,soil_type
16202,Rajasthan,Kharif     ,Cotton(lint),179476,62288,Black
16203,Rajasthan,Kharif     ,Cotton(lint),118202,46353,Black
16204,Rajasthan,Kharif     ,Cotton(lint),117060,265564,Black
16205,Rajasthan,Kharif     ,Cotton(lint),158081,341270,Black
16206,Rajasthan,Kharif     ,Cotton(lint),159425,367617,Black
16207,Rajasthan,Kharif     ,Cotton(lint),144445,56911,Black
16208,Rajasthan,Kharif     ,Cotton(lint),156714,67810,Black
16209,Rajasthan,Kharif     ,Cotton(lint),128173,54681,Black
16210,Rajasthan,Kharif     ,Cotton(lint),174821,71028,Black
16211,Rajasthan,Kharif     ,Cotton(lint),157244,66888,Black
16212,Rajasthan,Kharif     ,Cotton(lint),232,53,Black
16213,Rajasthan,Kharif     ,Cotton(lint),200,57,Black
16214,Rajasthan,Kharif     ,Cotton(lint),111,176,Black
16215,Rajasthan,Kharif     ,Cotton(lint),196,106,Black
16216,Rajasthan,Kharif     ,Cotton(lint),289,188,Black
16217,Rajasthan,Kharif     ,Cotton(lint),299,617,Black
16218,Rajasthan,Kharif     ,Cotton(lint),789,1376,Black
16219,Rajasthan,Kharif     ,Cotton(lint),522,976,Black
16220,Rajasthan,Kharif     ,Cotton(lint),218,79,Black
16221,Rajasthan,Kharif     ,Cotton(lint),125,50,Black
16222,Rajasthan,Kharif     ,Cotton(lint),63,26,Black
16223,Rajasthan,Kharif     ,Cotton(lint),80,35,Black
16224,Rajasthan,Kharif     ,Cotton(lint),500,588,Black
16225,Rajasthan,Kharif     ,Cotton(lint),501,115,Black
16226,Rajasthan,Kharif     ,Cotton(lint),215,62,Black
16227,Rajasthan,Kharif     ,Cotton(lint),68,106,Black
16228,Rajasthan,Kharif     ,Cotton(lint),144,76,Black
16229,Rajasthan,Kharif     ,Cotton(lint),834,547,Black
16230,Rajasthan,Kharif     ,Cotton(lint),450,929,Black
16231,Rajasthan,Kharif     ,Cotton(lint),401,700,Black
16232,Rajasthan,Kharif     ,Cotton(lint),276,517,Black
16233,Rajasthan,Kharif     ,Cotton(lint),45,16,Black
16234,Rajasthan,Kharif     ,Cotton(lint),9,3,Black
16235,Rajasthan,Kharif     ,Cotton(lint),39,16,Black
16236,Rajasthan,Kharif     ,Cotton(lint),105,36,Black
16237,Rajasthan,Kharif     ,Cotton(lint),39,17,Black
16238,Rajasthan,Kharif     ,Cotton(lint),2200,1764,Black
16239,Rajasthan,Kharif     ,Cotton(lint),2110,675,Black
16240,Rajasthan,Kharif     ,Cotton(lint),1435,247,Black
16241,Rajasthan,Kharif     ,Cotton(lint),481,600,Black
16242,Rajasthan,Kharif     ,Cotton(lint),489,1753,Black
16243,Rajasthan,Kharif     ,Cotton(lint),381,782,Black
16244,Rajasthan,Kharif     ,Cotton(lint),231,476,Black
16245,Rajasthan,Kharif     ,Cotton(lint),684,1194,Black
16246,Rajasthan,Kharif     ,Cotton(lint),291,541,Black
16247,Rajasthan,Kharif     ,Cotton(lint),126,46,Black
16248,Rajasthan,Kharif     ,Cotton(lint),523,208,Black
16249,Rajasthan,Kharif     ,Cotton(lint),721,294,Black
16250,Rajasthan,Kharif     ,Cotton(lint),692,238,Black
16251,Rajasthan,Kharif     ,Cotton(lint),340,147,Black
16252,Rajasthan,Kharif     ,Cotton(lint),102,24,Black
16253,Rajasthan,Kharif     ,Cotton(lint),64,18,Black
16254,Rajasthan,Kharif     ,Cotton(lint),54,88,Black
16255,Rajasthan,Kharif     ,Cotton(lint),38,24,Black
16256,Rajasthan,Kharif     ,Cotton(lint),37,24,Black
16257,Rajasthan,Kharif     ,Cotton(lint),10,17,Black
16258,Rajasthan,Kharif     ,Cotton(lint),24,41,Black
16259,Rajasthan,Kharif     ,Cotton(lint),31,58,Black
16260,Rajasthan,Kharif     ,Cotton(lint),72,26,Black
16261,Rajasthan,Kharif     ,Cotton(lint),24,10,Black
16262,Rajasthan,Kharif     ,Cotton(lint),13,5,Black
16263,Rajasthan,Kharif     ,Cotton(lint),12,4,Black
16264,Rajasthan,Kharif     ,Cotton(lint),6,3,Black
16265,Rajasthan,Kharif     ,Cotton(lint),800,1176,Black
16266,Rajasthan,Kharif     ,Cotton(lint),632,145,Black
16267,Rajasthan,Kharif     ,Cotton(lint),428,123,Black
16268,Rajasthan,Kharif     ,Cotton(lint),36,59,Black
16269,Rajasthan,Kharif     ,Cotton(lint),151,82,Black
16270,Rajasthan,Kharif     ,Cotton(lint),155,100,Black
16271,Rajasthan,Kharif     ,Cotton(lint),364,752,Black
16272,Rajasthan,Kharif     ,Cotton(lint),1370,2394,Black
16273,Rajasthan,Kharif     ,Cotton(lint),976,1823,Black
16274,Rajasthan,Kharif     ,Cotton(lint),381,138,Black
16275,Rajasthan,Kharif     ,Cotton(lint),34,13,Black
16276,Rajasthan,Kharif     ,Cotton(lint),17,7,Black
16277,Rajasthan,Kharif     ,Cotton(lint),31,11,Black
16278,Rajasthan,Kharif     ,Cotton(lint),15,6,Black
16279,Rajasthan,Kharif     ,Cotton(lint),7600,15882,Black
16280,Rajasthan,Kharif     ,Cotton(lint),10673,3330,Black
16281,Rajasthan,Kharif     ,Cotton(lint),12422,4079,Black
16282,Rajasthan,Kharif     ,Cotton(lint),8057,12323,Black
16283,Rajasthan,Kharif     ,Cotton(lint),10652,20782,Black
16284,Rajasthan,Kharif     ,Cotton(lint),8313,11641,Black
16285,Rajasthan,Kharif     ,Cotton(lint),9440,21117,Black
16286,Rajasthan,Kharif     ,Cotton(lint),13148,34852,Black
16287,Rajasthan,Kharif     ,Cotton(lint),11423,25558,Black
16288,Rajasthan,Kharif     ,Cotton(lint),8131,4334,Black
16289,Rajasthan,Kharif     ,Cotton(lint),7237,3822,Black
16290,Rajasthan,Kharif     ,Cotton(lint),9167,4812,Black
16291,Rajasthan,Kharif     ,Cotton(lint),11022,4578,Black
16292,Rajasthan,Kharif     ,Cotton(lint),11611,6697,Black
16293,Rajasthan,Kharif     ,Cotton(lint),2,1,Black
16294,Rajasthan,Kharif     ,Cotton(lint),2,0,Black
16295,Rajasthan,Kharif     ,Cotton(lint),9,6,Black
16296,Rajasthan,Kharif     ,Cotton(lint),80,164,Black
16297,Rajasthan,Kharif     ,Cotton(lint),114,200,Black
16298,Rajasthan,Kharif     ,Cotton(lint),98,182,Black
16299,Rajasthan,Kharif     ,Cotton(lint),37,13,Black
16300,Rajasthan,Kharif     ,Cotton(lint),24,10,Black
16301,Rajasthan,Kharif     ,Cotton(lint),54,22,Black
16302,Rajasthan,Kharif     ,Cotton(lint),148,51,Black
16303,Rajasthan,Kharif     ,Cotton(lint),70,30,Black
16304,Rajasthan,Kharif     ,Cotton(lint),5,1,Black
16305,Rajasthan,Kharif     ,Cotton(lint),1,1,Black
16306,Rajasthan,Kharif     ,Cotton(lint),7,2,Black
16307,Rajasthan,Kharif     ,Cotton(lint),2,1,Black
16308,Rajasthan,Kharif     ,Cotton(lint),10500,22352,Black
16309,Rajasthan,Kharif     ,Cotton(lint),11081,2323,Black
16310,Rajasthan,Kharif     ,Cotton(lint),12816,3725,Black
16311,Rajasthan,Kharif     ,Cotton(lint),7679,13388,Black
16312,Rajasthan,Kharif     ,Cotton(lint),11566,23247,Black
16313,Rajasthan,Kharif     ,Cotton(lint),7749,19918,Black
16314,Rajasthan,Kharif     ,Cotton(lint),9222,28570,Black
16315,Rajasthan,Kharif     ,Cotton(lint),17794,27564,Black
16316,Rajasthan,Kharif     ,Cotton(lint),17661,26835,Black
16317,Rajasthan,Kharif     ,Cotton(lint),9223,3877,Black
16318,Rajasthan,Kharif     ,Cotton(lint),7944,4247,Black
16319,Rajasthan,Kharif     ,Cotton(lint),11759,8029,Black
16320,Rajasthan,Kharif     ,Cotton(lint),18093,8658,Black
16321,Rajasthan,Kharif     ,Cotton(lint),20479,11294,Black
16322,Rajasthan,Kharif     ,Cotton(lint),22100,35294,Black
16323,Rajasthan,Kharif     ,Cotton(lint),24337,6685,Black
16324,Rajasthan,Kharif     ,Cotton(lint),15837,4476,Black
16325,Rajasthan,Kharif     ,Cotton(lint),9180,16435,Black
16326,Rajasthan,Kharif     ,Cotton(lint),8889,17588,Black
16327,Rajasthan,Kharif     ,Cotton(lint),7114,14647,Black
16328,Rajasthan,Kharif     ,Cotton(lint),4350,10023,Black
16329,Rajasthan,Kharif     ,Cotton(lint),7327,11623,Black
16330,Rajasthan,Kharif     ,Cotton(lint),4796,8058,Black
16331,Rajasthan,Kharif     ,Cotton(lint),3268,1086,Black
16332,Rajasthan,Kharif     ,Cotton(lint),3449,1179,Black
16333,Rajasthan,Kharif     ,Cotton(lint),4862,2117,Black
16334,Rajasthan,Kharif     ,Cotton(lint),4239,1185,Black
16335,Rajasthan,Kharif     ,Cotton(lint),3304,1772,Black
16336,Rajasthan,Kharif     ,Cotton(lint),2510,441,Black
16337,Rajasthan,Kharif     ,Cotton(lint),2260,589,Black
16338,Rajasthan,Kharif     ,Cotton(lint),2163,446,Black
16339,Rajasthan,Kharif     ,Cotton(lint),1600,2941,Black
16340,Rajasthan,Kharif     ,Cotton(lint),1363,325,Black
16341,Rajasthan,Kharif     ,Cotton(lint),622,65,Black
16342,Rajasthan,Kharif     ,Cotton(lint),348,347,Black
16343,Rajasthan,Kharif     ,Cotton(lint),333,1224,Black
16344,Rajasthan,Kharif     ,Cotton(lint),479,312,Black
16345,Rajasthan,Kharif     ,Cotton(lint),245,505,Black
16346,Rajasthan,Kharif     ,Cotton(lint),705,1229,Black
16347,Rajasthan,Kharif     ,Cotton(lint),620,1158,Black
16348,Rajasthan,Kharif     ,Cotton(lint),1530,556,Black
16349,Rajasthan,Kharif     ,Cotton(lint),4473,1776,Black
16350,Rajasthan,Kharif     ,Cotton(lint),8192,3340,Black
16351,Rajasthan,Kharif     ,Cotton(lint),6525,2255,Black
16352,Rajasthan,Kharif     ,Cotton(lint),2871,1835,Black
16353,Rajasthan,Kharif     ,Cotton(lint),3,6,Black
16354,Rajasthan,Kharif     ,Cotton(lint),4,5,Black
16355,Rajasthan,Kharif     ,Cotton(lint),2,1,Black
16356,Rajasthan,Kharif     ,Cotton(lint),300,588,Black
16357,Rajasthan,Kharif     ,Cotton(lint),498,115,Black
16358,Rajasthan,Kharif     ,Cotton(lint),1190,341,Black
16359,Rajasthan,Kharif     ,Cotton(lint),377,594,Black
16360,Rajasthan,Kharif     ,Cotton(lint),362,200,Black
16361,Rajasthan,Kharif     ,Cotton(lint),567,371,Black
16362,Rajasthan,Kharif     ,Cotton(lint),761,1570,Black
16363,Rajasthan,Kharif     ,Cotton(lint),1104,1929,Black
16364,Rajasthan,Kharif     ,Cotton(lint),850,1588,Black
16365,Rajasthan,Kharif     ,Cotton(lint),307,112,Black
16366,Rajasthan,Kharif     ,Cotton(lint),161,64,Black
16367,Rajasthan,Kharif     ,Cotton(lint),123,50,Black
16368,Rajasthan,Kharif     ,Cotton(lint),161,56,Black
16369,Rajasthan,Kharif     ,Cotton(lint),97,42,Black
16370,Rajasthan,Kharif     ,Cotton(lint),4600,12352,Black
16371,Rajasthan,Kharif     ,Cotton(lint),5006,1727,Black
16372,Rajasthan,Kharif     ,Cotton(lint),4350,1527,Black
16373,Rajasthan,Kharif     ,Cotton(lint),2123,1982,Black
16374,Rajasthan,Kharif     ,Cotton(lint),2231,4918,Black
16375,Rajasthan,Kharif     ,Cotton(lint),2189,1729,Black
16376,Rajasthan,Kharif     ,Cotton(lint),1147,3505,Black
16377,Rajasthan,Kharif     ,Cotton(lint),2303,3817,Black
16378,Rajasthan,Kharif     ,Cotton(lint),1156,2058,Black
16379,Rajasthan,Kharif     ,Cotton(lint),976,323,Black
16380,Rajasthan,Kharif     ,Cotton(lint),1999,738,Black
16381,Rajasthan,Kharif     ,Cotton(lint),2454,981,Black
16382,Rajasthan,Kharif     ,Cotton(lint),1790,420,Black
16383,Rajasthan,Kharif     ,Cotton(lint),836,363,Black
16384,Rajasthan,Kharif     ,Cotton(lint),242,56,Black
16385,Rajasthan,Kharif     ,Cotton(lint),293,84,Black
16386,Rajasthan,Kharif     ,Cotton(lint),244,388,Black
16387,Rajasthan,Kharif     ,Cotton(lint),719,394,Black
16388,Rajasthan,Kharif     ,Cotton(lint),593,388,Black
16389,Rajasthan,Kharif     ,Cotton(lint),255,523,Black
16390,Rajasthan,Kharif     ,Cotton(lint),438,764,Black
16391,Rajasthan,Kharif     ,Cotton(lint),318,594,Black
16392,Rajasthan,Kharif     ,Cotton(lint),187,68,Black
16393,Rajasthan,Kharif     ,Cotton(lint),165,65,Black
16394,Rajasthan,Kharif     ,Cotton(lint),85,35,Black
16395,Rajasthan,Kharif     ,Cotton(lint),441,152,Black
16396,Rajasthan,Kharif     ,Cotton(lint),139,60,Black
16397,Rajasthan,Kharif     ,Cotton(lint),18,4,Black
16398,Rajasthan,Kharif     ,Cotton(lint),23,7,Black
16399,Rajasthan,Kharif     ,Cotton(lint),23,35,Black
16400,Rajasthan,Kharif     ,Cotton(lint),41,29,Black
16401,Rajasthan,Kharif     ,Cotton(lint),61,41,Black
16402,Rajasthan,Kharif     ,Cotton(lint),76,158,Black
16403,Rajasthan,Kharif     ,Cotton(lint),233,405,Black
16404,Rajasthan,Kharif     ,Cotton(lint),214,400,Black
16405,Rajasthan,Kharif     ,Cotton(lint),168,61,Black
16406,Rajasthan,Kharif     ,Cotton(lint),260,103,Black
16407,Rajasthan,Kharif     ,Cotton(lint),581,237,Black
16408,Rajasthan,Kharif     ,Cotton(lint),756,261,Black
16409,Rajasthan,Kharif     ,Cotton(lint),973,422,Black
16410,Tamil Nadu,Whole Year ,Cotton(lint),4074,11033,Black
16411,Tamil Nadu,Kharif     ,Cotton(lint),5684,9361,Black
16412,Tamil Nadu,Kharif     ,Cotton(lint),7661,36179,Black
16413,Tamil Nadu,Rabi       ,Cotton(lint),150,413,Black
16414,Tamil Nadu,Kharif     ,Cotton(lint),8634,15664,Black
16415,Tamil Nadu,Kharif     ,Cotton(lint),8815,29867,Black
16416,Tamil Nadu,Rabi       ,Cotton(lint),303,727,Black
16417,Tamil Nadu,Whole Year ,Cotton(lint),16858,30610,Black
16418,Tamil Nadu,Kharif     ,Cotton(lint),15370,32294,Black
16419,Tamil Nadu,Kharif     ,Cotton(lint),7627,12264,Black
16420,Tamil Nadu,Kharif     ,Cotton(lint),6674,10987,Black
16421,Tamil Nadu,Kharif     ,Cotton(lint),10220,14650,Black
16422,Tamil Nadu,Kharif     ,Cotton(lint),5103,3024,Black
16423,Tamil Nadu,Kharif     ,Cotton(lint),6881,8600,Black
16424,Tamil Nadu,Kharif     ,Cotton(lint),11547,14808,Black
16425,Tamil Nadu,Kharif     ,Cotton(lint),6436,5710,Black
16426,Tamil Nadu,Whole Year ,Cotton(lint),3698,6518,Black
16427,Tamil Nadu,Whole Year ,Cotton(lint),1997,2609,Black
16428,Tamil Nadu,Whole Year ,Cotton(lint),1184,2220,Black
16429,Tamil Nadu,Whole Year ,Cotton(lint),948,3010,Black
16430,Tamil Nadu,Kharif     ,Cotton(lint),878,2269,Black
16431,Tamil Nadu,Kharif     ,Cotton(lint),1316,5227,Black
16432,Tamil Nadu,Rabi       ,Cotton(lint),118,325,Black
16433,Tamil Nadu,Kharif     ,Cotton(lint),558,979,Black
16434,Tamil Nadu,Kharif     ,Cotton(lint),336,768,Black
16435,Tamil Nadu,Rabi       ,Cotton(lint),12,29,Black
16436,Tamil Nadu,Whole Year ,Cotton(lint),2147,2840,Black
16437,Tamil Nadu,Kharif     ,Cotton(lint),2299,4047,Black
16438,Tamil Nadu,Kharif     ,Cotton(lint),2926,3778,Black
16439,Tamil Nadu,Kharif     ,Cotton(lint),1693,2561,Black
16440,Tamil Nadu,Kharif     ,Cotton(lint),1877,2410,Black
16441,Tamil Nadu,Kharif     ,Cotton(lint),668,1267,Black
16442,Tamil Nadu,Kharif     ,Cotton(lint),602,1031,Black
16443,Tamil Nadu,Kharif     ,Cotton(lint),1572,1734,Black
16444,Tamil Nadu,Kharif     ,Cotton(lint),1330,1497,Black
16445,Tamil Nadu,Whole Year ,Cotton(lint),1808,2415,Black
16446,Tamil Nadu,Whole Year ,Cotton(lint),2253,2291,Black
16447,Tamil Nadu,Whole Year ,Cotton(lint),4821,2965,Black
16448,Tamil Nadu,Whole Year ,Cotton(lint),4630,5232,Black
16449,Tamil Nadu,Kharif     ,Cotton(lint),6242,3532,Black
16450,Tamil Nadu,Kharif     ,Cotton(lint),5581,13988,Black
16451,Tamil Nadu,Rabi       ,Cotton(lint),203,559,Black
16452,Tamil Nadu,Kharif     ,Cotton(lint),5067,12101,Black
16453,Tamil Nadu,Kharif     ,Cotton(lint),8243,29081,Black
16454,Tamil Nadu,Rabi       ,Cotton(lint),371,891,Black
16455,Tamil Nadu,Whole Year ,Cotton(lint),25630,42660,Black
16456,Tamil Nadu,Kharif     ,Cotton(lint),18964,32671,Black
16457,Tamil Nadu,Kharif     ,Cotton(lint),13721,27047,Black
16458,Tamil Nadu,Kharif     ,Cotton(lint),12364,24358,Black
16459,Tamil Nadu,Kharif     ,Cotton(lint),12587,18550,Black
16460,Tamil Nadu,Kharif     ,Cotton(lint),3325,2335,Black
16461,Tamil Nadu,Kharif     ,Cotton(lint),6031,7148,Black
16462,Tamil Nadu,Kharif     ,Cotton(lint),7260,10699,Black
16463,Tamil Nadu,Kharif     ,Cotton(lint),6580,11325,Black
16464,Tamil Nadu,Whole Year ,Cotton(lint),5260,13315,Black
16465,Tamil Nadu,Whole Year ,Cotton(lint),4888,10797,Black
16466,Tamil Nadu,Whole Year ,Cotton(lint),6087,12847,Black
16467,Tamil Nadu,Whole Year ,Cotton(lint),8015,14880,Black
16468,Tamil Nadu,Kharif     ,Cotton(lint),7444,19187,Black
16469,Tamil Nadu,Kharif     ,Cotton(lint),8738,28121,Black
16470,Tamil Nadu,Rabi       ,Cotton(lint),2290,6301,Black
16471,Tamil Nadu,Kharif     ,Cotton(lint),13662,41593,Black
16472,Tamil Nadu,Kharif     ,Cotton(lint),11462,33815,Black
16473,Tamil Nadu,Rabi       ,Cotton(lint),1024,2641,Black
16474,Tamil Nadu,Whole Year ,Cotton(lint),7844,24770,Black
16475,Tamil Nadu,Kharif     ,Cotton(lint),12558,31723,Black
16476,Tamil Nadu,Kharif     ,Cotton(lint),7287,18306,Black
16477,Tamil Nadu,Kharif     ,Cotton(lint),7502,22288,Black
16478,Tamil Nadu,Kharif     ,Cotton(lint),4092,8910,Black
16479,Tamil Nadu,Kharif     ,Cotton(lint),1859,1949,Black
16480,Tamil Nadu,Kharif     ,Cotton(lint),2095,2694,Black
16481,Tamil Nadu,Kharif     ,Cotton(lint),3703,6173,Black
16482,Tamil Nadu,Kharif     ,Cotton(lint),1999,4345,Black
16483,Tamil Nadu,Whole Year ,Cotton(lint),1519,4396,Black
16484,Tamil Nadu,Whole Year ,Cotton(lint),1256,3402,Black
16485,Tamil Nadu,Whole Year ,Cotton(lint),664,1066,Black
16486,Tamil Nadu,Whole Year ,Cotton(lint),969,3215,Black
16487,Tamil Nadu,Kharif     ,Cotton(lint),1559,4327,Black
16488,Tamil Nadu,Kharif     ,Cotton(lint),1044,2979,Black
16489,Tamil Nadu,Rabi       ,Cotton(lint),1755,7399,Black
16490,Tamil Nadu,Kharif     ,Cotton(lint),2155,3593,Black
16491,Tamil Nadu,Kharif     ,Cotton(lint),639,1990,Black
16492,Tamil Nadu,Rabi       ,Cotton(lint),1457,2755,Black
16493,Tamil Nadu,Whole Year ,Cotton(lint),10585,23450,Black
16494,Tamil Nadu,Kharif     ,Cotton(lint),10800,24165,Black
16495,Tamil Nadu,Kharif     ,Cotton(lint),8553,17032,Black
16496,Tamil Nadu,Kharif     ,Cotton(lint),11156,22347,Black
16497,Tamil Nadu,Kharif     ,Cotton(lint),9738,21230,Black
16498,Tamil Nadu,Kharif     ,Cotton(lint),2709,4717,Black
16499,Tamil Nadu,Kharif     ,Cotton(lint),2815,3852,Black
16500,Tamil Nadu,Kharif     ,Cotton(lint),5434,12272,Black
16501,Tamil Nadu,Kharif     ,Cotton(lint),4652,12347,Black
16502,Tamil Nadu,Whole Year ,Cotton(lint),2835,11180,Black
16503,Tamil Nadu,Whole Year ,Cotton(lint),1983,6906,Black
16504,Tamil Nadu,Whole Year ,Cotton(lint),1761,6605,Black
16505,Tamil Nadu,Whole Year ,Cotton(lint),1421,6226,Black
16506,Tamil Nadu,Kharif     ,Cotton(lint),1347,4552,Black
16507,Tamil Nadu,Kharif     ,Cotton(lint),279,1216,Black
16508,Tamil Nadu,Rabi       ,Cotton(lint),569,1452,Black
16509,Tamil Nadu,Kharif     ,Cotton(lint),696,1713,Black
16510,Tamil Nadu,Kharif     ,Cotton(lint),448,1284,Black
16511,Tamil Nadu,Rabi       ,Cotton(lint),120,241,Black
16512,Tamil Nadu,Whole Year ,Cotton(lint),119,230,Black
16513,Tamil Nadu,Kharif     ,Cotton(lint),90,206,Black
16514,Tamil Nadu,Kharif     ,Cotton(lint),192,454,Black
16515,Tamil Nadu,Kharif     ,Cotton(lint),234,559,Black
16516,Tamil Nadu,Kharif     ,Cotton(lint),171,350,Black
16517,Tamil Nadu,Kharif     ,Cotton(lint),141,275,Black
16518,Tamil Nadu,Kharif     ,Cotton(lint),162,304,Black
16519,Tamil Nadu,Kharif     ,Cotton(lint),114,223,Black
16520,Tamil Nadu,Kharif     ,Cotton(lint),114,241,Black
16521,Tamil Nadu,Whole Year ,Cotton(lint),13,35,Black
16522,Tamil Nadu,Whole Year ,Cotton(lint),12,32,Black
16523,Tamil Nadu,Whole Year ,Cotton(lint),2,6,Black
16524,Tamil Nadu,Whole Year ,Cotton(lint),2,5,Black
16525,Tamil Nadu,Kharif     ,Cotton(lint),1,2,Black
16526,Tamil Nadu,Kharif     ,Cotton(lint),1,3,Black
16527,Tamil Nadu,Kharif     ,Cotton(lint),1,2,Black
16528,Tamil Nadu,Kharif     ,Cotton(lint),4,8,Black
16529,Tamil Nadu,Kharif     ,Cotton(lint),4,1,Black
16530,Tamil Nadu,Whole Year ,Cotton(lint),12,23,Black
16531,Tamil Nadu,Whole Year ,Cotton(lint),10,17,Black
16532,Tamil Nadu,Whole Year ,Cotton(lint),10,20,Black
16533,Tamil Nadu,Whole Year ,Cotton(lint),900,1660,Black
16534,Tamil Nadu,Kharif     ,Cotton(lint),1226,2706,Black
16535,Tamil Nadu,Kharif     ,Cotton(lint),1281,2351,Black
16536,Tamil Nadu,Kharif     ,Cotton(lint),1246,2603,Black
16537,Tamil Nadu,Kharif     ,Cotton(lint),490,850,Black
16538,Tamil Nadu,Kharif     ,Cotton(lint),145,245,Black
16539,Tamil Nadu,Kharif     ,Cotton(lint),309,462,Black
16540,Tamil Nadu,Kharif     ,Cotton(lint),445,760,Black
16541,Tamil Nadu,Kharif     ,Cotton(lint),300,546,Black
16542,Tamil Nadu,Whole Year ,Cotton(lint),149,375,Black
16543,Tamil Nadu,Whole Year ,Cotton(lint),114,302,Black
16544,Tamil Nadu,Whole Year ,Cotton(lint),68,187,Black
16545,Tamil Nadu,Whole Year ,Cotton(lint),74,193,Black
16546,Tamil Nadu,Kharif     ,Cotton(lint),82,155,Black
16547,Tamil Nadu,Kharif     ,Cotton(lint),61,174,Black
16548,Tamil Nadu,Rabi       ,Cotton(lint),18,50,Black
16549,Tamil Nadu,Kharif     ,Cotton(lint),63,117,Black
16550,Tamil Nadu,Kharif     ,Cotton(lint),92,264,Black
16551,Tamil Nadu,Rabi       ,Cotton(lint),1,2,Black
16552,Tamil Nadu,Kharif     ,Cotton(lint),2572,3531,Black
16553,Tamil Nadu,Kharif     ,Cotton(lint),2275,2359,Black
16554,Tamil Nadu,Whole Year ,Cotton(lint),1605,1342,Black
16555,Tamil Nadu,Whole Year ,Cotton(lint),1245,1048,Black
16556,Tamil Nadu,Whole Year ,Cotton(lint),1212,1052,Black
16557,Tamil Nadu,Whole Year ,Cotton(lint),1296,2988,Black
16558,Tamil Nadu,Kharif     ,Cotton(lint),1592,3686,Black
16559,Tamil Nadu,Kharif     ,Cotton(lint),1539,3941,Black
16560,Tamil Nadu,Rabi       ,Cotton(lint),156,429,Black
16561,Tamil Nadu,Kharif     ,Cotton(lint),1506,4003,Black
16562,Tamil Nadu,Kharif     ,Cotton(lint),1912,5802,Black
16563,Tamil Nadu,Rabi       ,Cotton(lint),170,408,Black
16564,Tamil Nadu,Whole Year ,Cotton(lint),13061,8580,Black
16565,Tamil Nadu,Kharif     ,Cotton(lint),17147,26970,Black
16566,Tamil Nadu,Kharif     ,Cotton(lint),12052,14907,Black
16567,Tamil Nadu,Kharif     ,Cotton(lint),10952,12635,Black
16568,Tamil Nadu,Kharif     ,Cotton(lint),11094,9220,Black
16569,Tamil Nadu,Kharif     ,Cotton(lint),9505,6153,Black
16570,Tamil Nadu,Kharif     ,Cotton(lint),10651,6570,Black
16571,Tamil Nadu,Kharif     ,Cotton(lint),12035,6820,Black
16572,Tamil Nadu,Kharif     ,Cotton(lint),10432,13734,Black
16573,Tamil Nadu,Whole Year ,Cotton(lint),9368,14095,Black
16574,Tamil Nadu,Whole Year ,Cotton(lint),7477,11450,Black
16575,Tamil Nadu,Whole Year ,Cotton(lint),7207,13369,Black
16576,Tamil Nadu,Whole Year ,Cotton(lint),5839,8408,Black
16577,Tamil Nadu,Kharif     ,Cotton(lint),6896,12119,Black
16578,Tamil Nadu,Kharif     ,Cotton(lint),4374,8553,Black
16579,Tamil Nadu,Rabi       ,Cotton(lint),2317,5476,Black
16580,Tamil Nadu,Kharif     ,Cotton(lint),5182,6853,Black
16581,Tamil Nadu,Kharif     ,Cotton(lint),3492,6008,Black
16582,Tamil Nadu,Rabi       ,Cotton(lint),2403,3853,Black
16583,Tamil Nadu,Whole Year ,Cotton(lint),1368,2420,Black
16584,Tamil Nadu,Kharif     ,Cotton(lint),1582,3618,Black
16585,Tamil Nadu,Kharif     ,Cotton(lint),286,626,Black
16586,Tamil Nadu,Kharif     ,Cotton(lint),1446,3242,Black
16587,Tamil Nadu,Kharif     ,Cotton(lint),1883,2730,Black
16588,Tamil Nadu,Kharif     ,Cotton(lint),1185,2313,Black
16589,Tamil Nadu,Kharif     ,Cotton(lint),3793,7122,Black
16590,Tamil Nadu,Kharif     ,Cotton(lint),3843,6530,Black
16591,Tamil Nadu,Kharif     ,Cotton(lint),2131,4541,Black
16592,Tamil Nadu,Whole Year ,Cotton(lint),370,972,Black
16593,Tamil Nadu,Whole Year ,Cotton(lint),1269,1505,Black
16594,Tamil Nadu,Whole Year ,Cotton(lint),421,500,Black
16595,Tamil Nadu,Whole Year ,Cotton(lint),317,657,Black
16596,Tamil Nadu,Kharif     ,Cotton(lint),261,763,Black
16597,Tamil Nadu,Kharif     ,Cotton(lint),1,3,Black
16598,Tamil Nadu,Rabi       ,Cotton(lint),316,917,Black
16599,Tamil Nadu,Kharif     ,Cotton(lint),675,1694,Black
16600,Tamil Nadu,Rabi       ,Cotton(lint),2496,9850,Black
16601,Tamil Nadu,Whole Year ,Cotton(lint),3429,7730,Black
16602,Tamil Nadu,Kharif     ,Cotton(lint),2549,6418,Black
16603,Tamil Nadu,Kharif     ,Cotton(lint),3468,7390,Black
16604,Tamil Nadu,Kharif     ,Cotton(lint),3992,8366,Black
16605,Tamil Nadu,Kharif     ,Cotton(lint),3462,7450,Black
16606,Tamil Nadu,Kharif     ,Cotton(lint),2318,4117,Black
16607,Tamil Nadu,Kharif     ,Cotton(lint),2699,4556,Black
16608,Tamil Nadu,Kharif     ,Cotton(lint),3488,5486,Black
16609,Tamil Nadu,Kharif     ,Cotton(lint),3140,7789,Black
16610,Tamil Nadu,Whole Year ,Cotton(lint),3162,10016,Black
16611,Tamil Nadu,Whole Year ,Cotton(lint),3058,8831,Black
